poet,title,dynasty,text,polarity,split
范纯仁,和持国听琵琶二首,宋,美人成列抹朱弦劝得嘉宾醉满筵却笑西湖游赏处村歌社舞谩盈船,Implicit Positive,train
薛青萍,敬读宋剑秋老先生为拙稿怀母诗所撰长跋,近现代,宠赐长文阐孝思当年悲痛此翁知寻常小别犹难耐况是终天抱恨时,Implicit Negative,train
贺铸,清燕堂,宋,雀声啧啧燕飞飞在得残红一两枝睡思乍来还乍去日长披卷下帘时,Neutral,train
晏殊,建茶,宋,北苑中春岫幌开里民清晓驾肩来丰隆已助新芽出更作讙声动地催,Implicit Positive,train
张籍,送（一作赠）陆畅,唐,共踏长安街里尘吴州独作未归身昔年旧宅今谁住君过西塘与问人,Implicit Negative,train
白玉蟾,感咏十解寄呈杨安抚,宋,大隠在朝市仙人好楼居方平今白发未许见麻姑,Implicit Negative,test
张耒,立秋二首,宋,西风袅袅木飕飕身在江湖北岸州自古楚人词最好为君重赋竟陵秋,Neutral,train
陆游,贫病戏书二首,宋,得米还忧无束薪今年真欲甑生尘椎奴跣婢皆辞去始觉卢仝未苦贫,Neutral,test
李商隐,乐游原,唐,向晚意不适驱车登古原夕阳无限好只是近黄昏,Implicit Negative,train
杨万里,已过吴江阻风上湖口二首,宋,五日姑苏一醉中醉中看尽牡丹红阻风只怕松江渡过了松江却阻风,Neutral,test
汪应辰,太上皇后閤端午帖子词,宋,自然长寿又康宁德合无疆万物亨圣主爱亲思尽美更羞仙术助延生,Positive,train
陆游,十二月二日夜梦游沈氏园亭二首,宋,路近城南已怕行沈家园里更伤情香穿客袖梅花在绿蘸寺桥春水生,Negative,train
李商隐,岳阳楼,唐,欲为平生一散愁洞庭湖上岳阳楼可怜万里堪乘兴枉是蛟龙解覆舟,Implicit Negative,train
杜牧,山石榴,唐,似火山榴映小山繁中能薄艳中闲一朵佳人玉钗上秪疑烧却翠云鬟,Implicit Positive,train
张耒,夏日七首,宋,蕲簟纱厨与夏宜法曹腰腹大何为重云到地翻盆雨却是幽人稳睡时,Neutral,train
司马光,放鹦鹉二首,宋,野性思归久笼樊今始开虽知主恩厚何日肯重来,Implicit Negative,train
许浑,途经秦始皇墓,唐,龙盘虎踞树层层势入浮云亦是崩一种青山秋草里路人唯拜汉文陵,Implicit Negative,train
黄庭坚,题子瞻画竹石,宋,风枝雨叶瘠土竹龙蹲虎踞苍藓石东坡老人翰林公醉时吐出胸中墨,Neutral,train
王安石,杨德逢送米与法云二老作此诗,宋,卢仝不出憎流俗我卜郊居避俗憎仝有邻僧来乞米我今送米乞邻僧,Neutral,train
韦庄,春愁,唐,自有春愁正断魂不堪芳草思王孙落花寂寂黄昏雨深院无人独倚门,Negative,train
寇准,和向相公见寄,宋,玉殿登科四十年当时交友尽英贤岁寒唯有君兼我头白犹持将相权,Implicit Negative,test
刘克庄,三月二日被命祈晴上天竺舟中得六绝句,宋,无尽谈空学纵横胆似天如何兜率说不肯许他禅,Neutral,train
王安石,中秋夕寄平甫诸弟,宋,浮云吹尽数秋毫爚爚金波满满醪千里得君诗挑战夜坛谁敢将风骚,Neutral,test
张丽俊,落梅,淸,生成雪貌与冰肤不受尘埃半点污太息妒花风雨恶摧他片片入泥涂,Implicit Negative,train
陆游,独坐绝句二首,宋,蛙鸣乃是怒鵩啸固非妖独宿空山夜何妨伴寂寥,Implicit Negative,train
杜牧,宫人冢,唐,尽是离宫院中女苑墙城外冢累累少年入内教歌舞不识君王到老时,Implicit Negative,train
刘长卿,七里滩重送,唐,秋江渺渺水空波越客孤舟欲榜歌手折衰杨悲老大故人零落已无多,Negative,test
朱仕玠,尸位学署岑寂无聊泛泛随流迹近渔父每有闻见辄宣讴咏因名瀛涯渔唱,淸,仄行郭索出沧漘丑劣形殊镇骇人料得中书应罢食将糖免使议门人,Implicit Negative,train
杨万里,小舟晚兴四首,宋,潮痕初落水犹肥雨点才来已复微半湿岸沙危欲落牵船稚子去如飞,Implicit Positive,train
司马光,三月二十五日安之以诗二绝见招作真率会光以无从者不及赴依韵和呈,宋,真率由来无次第经旬踰月不为稀蓝舆但恨无人举坐想纷纷醉落晖,Neutral,train
陆游,刘道士赠小葫芦四首,宋,贵人玉带佩金鱼忧畏何曾顷刻无色似栗黄形似茧恨渠不识小葫芦,Neutral,train
姜特立,蝉,宋,自下高升木杪间风为呼吸露为餐虽云强聒人憎恶也胜低头推粪丸,Neutral,train
白玉蟾,次韵曾丈探梅,宋,夜半风吹雪满阶头巾不裹把窗开南枝暗就江头发一点香从月下来,Neutral,train
龚自珍,己亥杂诗,淸,惠山秀气迎客舟七十里外心先投惠山妆成要妆镜惠泉那许东北流,Implicit Positive,train
韩愈,莎栅联句,唐,冰溪时咽绝风枥方轩举此处不断肠定知无断处,Implicit Negative,train
陈宓,挽傅仲斐生母李氏,宋,版舆当日到莆阳盛事于今语未央教子延师如学校挥金提路作康庄,Implicit Positive,train
萨都剌,夜发龙潭二首,元,孤舟一夜发龙湫水逆风回上石头暂泊沙洲过夜半卧听钟鼓是升州,Neutral,train
李白,浣纱石上女,唐,玉面耶溪女青娥红粉妆一双金齿屐两足白如霜,Positive,train
杨万里,神堂铺前桃花,宋,北江二月政春寒初见桃花喜未残腊月潮州见桃李元来不作好春看,Implicit Positive,test
杨万里,蒲桃乾,宋,凉州博酒不胜痴银汉乘槎领得归玉骨瘦来无一把向来马乳太轻肥,Neutral,train
余深,奉和御制禁苑花开社日锡宴秾华阁,宋,蓬壶何幸又重来湛露浓恩宴喜开延福宫中听度曲仙桃花下许传杯,Implicit Positive,test
文天祥,象弈各有等级四绝品四人高下,宋,坐踞河南百战雄少年飞槊健如龙世间只畏两人在上有高公下慕容,Neutral,train
李商隐,东阿王,唐,国事分明属灌均西陵魂断夜来人君王不得为天子半为当时赋洛神,Neutral,train
徐熥,青冢,明,误杀婵娟是画图千年孤冢长蘼芜春风似亦怜芳质不遣穷阴草色枯,Neutral,train
陆游,太古,宋,太古安知虙与尧茹毛饮血自消摇不须追咎为书契初结绳时俗已浇,Neutral,train
陆游,自咏绝句八首,宋,睡著何曾厌夜长老人少睡坐何伤无灯无火春寒恶破絮粗毡即道场,Neutral,train
范仲淹,书扇示门人,宋,一派青山景色幽前人田地后人收后人收得休欢喜还有收人在后头,Neutral,train
陈造,再次韵杨宰七首,宋,附丽高阴暑里春衰荣不预主林神胡床想踞僧垣夜却爱香随露滴身,Implicit Positive,train
屈大均,莱圃杂咏,明,林鸟喜人归声声在竹扉花含大小笑笑客食春薇,Implicit Positive,test
范成大,良乡,宋,新寒冻指似排签村酒虽酸未可嫌紫烂山梨红皱枣总输易栗十分甜,Implicit Positive,train
欧阳修,自河北贬滁州初入汴河闻鴈,宋,阳城淀里新来鴈趁伴南飞逐越船野岸柳黄霜正白五更惊破客愁眠,Implicit Negative,test
薛季宣,春游,宋,桃红李白辉相曜车马交关递流照墙头半露是秋千不见美人闻语笑,Neutral,train
李之仪,题郭熙画扇,宋,蹇馿破帽耸鸢肩石里长松欲到天六月尘埃汗如洗始知立意不徒然,Neutral,train
苏轼,成伯家宴造坐无由辄欲效颦而酒已尽入夜不欲烦扰戏作小诗求数酌而已,宋,道士令严难继和僧伽帽小却空回隔篱不唤邻翁饮抱瓮须防吏部来,Neutral,train
李白,铜官山醉后绝句,唐,我爱铜官乐千年未拟还要须回舞袖拂尽五松山,Implicit Positive,train
黄庭坚,题小景扇,宋,草色青青柳色黄桃花零落杏花香春风不解吹愁却春日偏能惹恨长,Implicit Negative,test
方翥,读老子,宋,且柅流沙青犊车葱葱佳气满城闾白头不解家人语狂学司空城旦书,Neutral,train
方回,连夜书,宋,腐儒休致懒弹冠楼倚新秋午夜阑木德临参照南斗江湖一稔百忧宽,Neutral,train
杨万里,已至湖尾望见西山三首,宋,千里都无半点山如何敢望有人烟不教远树遮拦却芦荻生来直到天,Neutral,train
杨万里,火阁午睡起负暄二首,宋,黄菊霜枝已懒残瑞香紫笋政团栾盆池影里看题壁上字还成下字看,Implicit Positive,train
陈淳,和傅侍郎至临漳感旧十咏,宋,云移月色爽人看雨趁潮声迅拍栏自是与民同乐地何妨一整复前欢,Implicit Positive,train
陆游,雨寒戏作,宋,扫园收槲叶掊地甃砖炉幸有藜烹粥何惭纸作襦,Neutral,train
苏辙,次韵子瞻山村五绝,宋,旋舂红稻始经鎌新煮黄鸡取次甜无慕无营人自乐莫将西子愧无盐,Neutral,test
白居易,下邽庄南桃花,唐,村南无限桃花发唯我多情独自来日暮风吹红满地无人解惜为谁开,Implicit Negative,train
张涤华,游仙诗二十首,近现代,上方长昼总清妍淑气催开五色莲试向银潢寻胜赏流星如雨落珠船,Implicit Positive,test
高启,题湘君图,明,怅望南巡竟不还泪和湘雨暮斑斑须知竹死愁方尽莫恨秦人鞭赭山,Implicit Negative,train
方回,赠砚工杨全,宋,人间渐少老书生真赝谁能别旧坑磨墨挥毫自奇怪可须一砚苦求精,Neutral,test
龚诩,丁卯初夏,明,水旱农家两不禁旱忧枯槁水忧沈可怜昔日求晴意即是今朝望雨心,Implicit Negative,train
范成大,初泛潇湘,宋,六桨齐飞急下滩碧琉璃上雪花翻越来溪色清如此只欠矶头一钓竿,Implicit Positive,train
陆游,春晚村居杂赋绝句六首,宋,朝书牛券拈枯笔暮祭蚕神酌冻醪闲放无忧穷有意傍人错羡此翁高,Implicit Positive,train
陆游,杂题四首,宋,半饱半饥穷境界知晴知雨病形骸轩昂似鹤那求料枯槁如僧不赴斋,Negative,train
徐钧,江总,宋,结绮临春无处寻人皆归罪主荒淫谁知文体伤轻艳狎客迎逢罪更深,Neutral,test
文天祥,议纠合两淮复兴,宋,南八空归唐垒陷包胥一出楚疆还而今庙社存亡决只看元戎进退间,Neutral,train
陆游,梅花绝句六首,宋,小亭终日倚阑干树树梅花看到残只怪此翁常谢客元来不是怕春寒,Implicit Negative,train
白居易,即事重题,唐,重裘暖帽宽毡履小阁低窗深地炉身稳心安眠未起西京朝士得知无,Implicit Positive,train
苏辙,中秋夜八绝,宋,看久须扶立行贪遂失归谁能终不睡烂醉羽觞飞,Neutral,train
王安石,真州马上作,宋,身随饥马日中行眼入风沙困欲盲心气已劳形亦弊自怜于世欲何营,Negative,train
黄庭坚,云居祐禅师烧香颂,宋,一身入定千身出云居不打这鼓笛虎驮太华入高丽波斯鼻孔撑白日,Neutral,test
黄廷用,谒武穆庙次壁间韵,明,怪尔靖康献纳臣言和惟恐不同秦甘心君父双囚虏偏杀尽忠报国人,Neutral,test
梅尧臣,寄致仕张郎中,宋,门荣世美高天下身退心闲住洛阳画鹤能同薛少保爱书还比蔡中郎,Neutral,train
黄庭坚,子瞻去岁春侍立迩英子由秋冬间相继入侍作诗各述所怀予亦次韵四首,宋,胸蟠万卷夜光寒笔倒三江砚滴乾大似不蒙稽古力只今犹著侍臣冠,Implicit Negative,train
任翻,宫怨,唐,泪乾红落脸心尽白垂头自此方知怨从来岂信愁,Implicit Negative,train
张元干,祖颖漕使希道使君以绝句相酬答聊成二章解嘲并发一笑,宋,薰炉玉煖云生岫晓鉴鸾窥翠扫空未许尊前听金缕两公新句漫争雄,Neutral,train
刘克庄,赠括苍管生二绝,宋,辂死向千年占书世失传安知无肘后留在远孙边,Neutral,test
宁献王,宫词一百七首（录七十首）,明,银汉沉沉玉漏迟一钩斜月上花枝恰似徐熙新扇面美人欢笑共题诗,Implicit Positive,train
吴当,宪使储布哈守楚元帅余阙守舒,元,败苇萧萧故垒秋江山如画一渔舟怪来不起临濠兴病久愁深泪易流,Negative,train
刘克庄,古宫词十首,宋,玉辇临前殿方陈角抵嬉如何熊犯跸仅有一昭仪,Neutral,train
张耒,秋,宋,日落星稀河汉微清秋一点水萤飞凉风白露愁先觉可待梧桐报即知,Implicit Negative,train
杨万里,入常山界二首,宋,老随千骑赴毗陵骑吏朝来有喜声未到常山三十里此身已在浙中行,Neutral,train
李商隐,过华清内厩门,唐,华清别馆闭黄昏碧草悠悠内厩门自是明时不巡幸至今青海有龙孙,Implicit Negative,train
李商隐,凤,唐,万里峰峦归路迷未判容彩借山鸡新春定有将雏乐阿阁华池两处栖,Neutral,train
陆游,书怀绝句五首,宋,未驾青鸾返帝乡三江七泽路茫茫看山看水无程数渔艇为家芡作粮,Implicit Negative,test
王冕,素梅五十八首,明,仙子归来夜未央瑞香风动翠罗裳月明无处韬清影箫管迎春上玉堂,Implicit Positive,train
元好问,杂著二首,元,燕语莺啼百啭新长廊寂寂不逢人东君去作谁家客花柳无情各自春,Implicit Negative,train
陈师道,和江秀才献花三首,宋,风雨东篱冷落看清溪水落玉峰寒酒家不办当垆费乞与先生种杏坛,Neutral,train
杨万里,立春日有怀二首,宋,飘蓬敢恨一年迟客里春光也自宜白玉青丝那得说一杯咽下少陵诗,Neutral,train
张耒,次韵李晋裕教授九日见赠,宋,满酌聊酬菊蕊黄登高仍在太山阳笑谈佳节宾朋集诗酒清欢兴味长,Positive,train
陆游,对食戏作六首,宋,冰壶欲著先生传髯簿卑凡岂得书常恨当年定交晚枉教渴死老相如,Implicit Positive,train
姜夔,緑蕚梅,宋,黄云承韈知何处招得冰魂付北枝金谷楼髙愁欲堕断肠谁把玉龙吹,Implicit Negative,train
刘克庄,二叠,宋,浮休叹柳斫为薪子美怜梅傍战尘只愿玉关烽燧息老身长作看花人,Implicit Negative,train
范成大,明日大雨复折赠再次韵,宋,一天云叶翳朝霞风卷泥沾不惜花羣玉山高春好在人间烟雨暗千家,Neutral,train
方回,春雨不已甚忧蚕麦二首,宋,提篮采叶雨淋淋蚕妇无言恨自深绮陌惜花小儿女愁眉相似不同心,Implicit Negative,train
司马光,文太师挽歌三首,宋,汾晋地形美古今多钜贤况承勋烈后宜有庆灵传,Neutral,train
张耒,题扇二首,宋,越衫罗薄逆新凉扇剪青绡秋水光花前一把罗敷手直到花残襟袖香,Neutral,test
黎廷瑞,东湖诗十首,宋,游丝窈窕织春晖杨柳人家半掩扉一片暖云筛雨过杏花疏处见莺归,Implicit Positive,test
陈师道,送仁山主兼寄西堂园澄禅师,宋,未仕宁论马少游虚名非复韩潮州祖师若问西来信为说苍头与白头,Implicit Negative,train
司马光,题杨中正供奉洗心堂,宋,阀阅盛山西朱门飏戟衣雅知名教乐深笑宴游非,Implicit Positive,train
米芾,浄名,宋,旧对湘西雪迟迟忆故关水云资老景吟引谢江山,Neutral,train
刘克庄,庆建州叶守,宋,曾游楚泽咏江蓠亦向闽山品荔枝犹幸早春茶未试故应先取建州麾,Implicit Positive,test
王安石,陇东西二首,宋,陇西流水向西流自古相传到此愁添却征人无限泪怪来呜咽已千秋,Negative,train
李之仪,路西田舍示虞孙小诗二十四首,宋,饭舂罗担雁行来任是囷廛亦易推一岁艰难方有味较量犹胜上燕台,Implicit Positive,train
杨万里,十二月二十七日大雪中过吉水小盘渡西归三首,宋,风卷寒江浪湿天斜吹乱雪忽平船碧琉璃上琼花里独载诗人孟浩然,Neutral,train
苏轼,题铜陵陈公园双池诗,宋,南北檐楹照绿波濯缨洗耳不须多天空月满宜登眺看取青铜两处磨,Implicit Positive,test
陆游,紫溪驿二首,宋,它乡异县老何堪短发萧萧不满篸旋买一尊持自贺病身安稳到江南,Implicit Negative,train
陈宓,题高将仕墨梅,宋,玉质纵横黄绢外春阳却自紫毫开雨馀不共莓苔老风暖暗勾蜂蝶来,Implicit Positive,train
郑谷,曲江春草,唐,花落江堤簇暖烟雨余江色远相连香轮莫碾青毡破留与游人一醉眠,Implicit Positive,train
贺铸,初见白发示内,宋,安能屈指计封侯西日东风见白头信是色身非我有若论身外更悠悠,Implicit Negative,test
杨万里,初夏即事十二解,宋,百日田乾田父愁只销一雨百无忧更无人惜田中水放下清溪恣意流,Neutral,train
白居易,酬杨八,唐,君以旷怀宜静境我因蹇步称闲官闭门足病非高士劳作云心鹤眼看,Neutral,test
白居易,寒食月夜,唐,风香露重梨花湿草舍无灯愁未入南邻北里歌吹时独倚柴门月中立,Implicit Negative,train
陆游,遣怀,宋,暮年世事转悠悠揽涕凄然类楚囚不道浑无排遣处病观周易闷梳头,Implicit Negative,train
何如谨,秋日谒延平郡王祠,淸,海外孤忠泣鬼神丹心为国竟忘身大星遽陨年难假天意偏摧社稷臣,Negative,train
梅尧臣,得山雨,宋,急雨射苍壁溅林跳万珠山根水壅壑漫窍若注壶,Neutral,train
