title,poet,dynasty,full_text,true_5class,true_5desc,true_3class,pred_3class,correct,is_implicit
题药方,范成大,宋,孤童亦复梦槐柯无德无功用福多天理乘除当老病巢源王诀奈君何,3,neutral（中性）,neutral,neutral,True,False
雪后煎茶,陆游,宋,雪液清甘涨井泉自携茶灶就烹煎一毫无复关心事不枉人间住百年,4,implicit positive（隐性正面）,positive,positive,True,True
野史口号碑四十四首,刘鹗,元,城南健儿亦英鋭恶若哮虎何崎崯昨日送船多战死兴言讨贼亦寒心,2,implicit negative（隐性负面）,negative,negative,True,True
春日忆江上,高启,明,柳下春潮没旧矶草堂犹在掩荆扉如今归梦休为蝶化作轻鸥度水飞,2,implicit negative（隐性负面）,negative,neutral,False,True
答李道士,陈杰,宋,老子废吟恐妨道道人学诗如学仙探藏不惜藏诸密试换黄庭内景篇,3,neutral（中性）,neutral,negative,False,False
初到杭州寄子由二绝,苏轼,宋,圣明宽大许全身衰病摧颓自畏人莫上冈头苦相望吾方祭灶请比邻,3,neutral（中性）,neutral,positive,False,False
雨中远望惠山二首,杨万里,宋,诗人也是可怜生不及穿云渡水僧不是惠山看不见只教遥见不教登,3,neutral（中性）,neutral,negative,False,False
东皋十首,晁补之,宋,尺五城南未足高只今小杜更飘摇暮烟疏雨从君胜玉子文楸听我饶,3,neutral（中性）,neutral,positive,False,False
绝句二首,苏轼,宋,峨峨叠石立何孤赖有萧萧翠竹俱日暮无人鸥鸟散空留野水伴寒芦,3,neutral（中性）,neutral,negative,False,False
戏答佛印,苏轼,宋,远公沽酒饮陶潜佛印烧猪待子瞻采得百花成蜜后不知辛苦为谁甜,4,implicit positive（隐性正面）,positive,positive,True,True
小艇,陆游,宋,放翁小艇轻如叶只载蓑衣不载家清晓长歌何处去武陵溪上看桃花,4,implicit positive（隐性正面）,positive,positive,True,True
奉和荥阳公离筵作,元稹,唐,南郡生徒辞绛帐东山妓乐拥油旌钧天排比箫韶待犹顾人间有别情,2,implicit negative（隐性负面）,negative,positive,False,True
村居即事,晁补之,宋,十载京尘化客衣故园榆柳识春归深村芳物无由觅蝴蝶双寻麦陇飞,3,neutral（中性）,neutral,positive,False,False
荔支诗,释今无,明,一曲謌残唐祚衰华清犹见草萋萋佳人本爱徵方物好把虬珠付马蹄,2,implicit negative（隐性负面）,negative,positive,False,True
自遣,杨万里,宋,莫将一病苦忧煎山尚能游石可眠匹似病风兼病脚老夫犹是地行仙,4,implicit positive（隐性正面）,positive,neutral,False,True
秋晚思梁益旧逰三首,陆游,宋,忆昔西行万里馀长亭夜夜梦归吴如今历尽风波恶飞栈连云是坦途,3,neutral（中性）,neutral,neutral,True,False
书怀绝句五首,陆游,宋,忆过栖贤见蜀僧云堂十月冷生冰定回蔌蔌闻窗雪一椀琉璃照佛灯,3,neutral（中性）,neutral,neutral,True,False
寒食日寄杨东川,白居易,唐,不知杨六逢寒食作底欢娱过此辰兜率寺高宜望月嘉陵江近好游春,4,implicit positive（隐性正面）,positive,positive,True,True
韩信庙,许浑,唐,朝言云梦暮南巡已为功名少退身尽握兵权犹不得更将心计托何人,3,neutral（中性）,neutral,positive,False,False
秋夜极热三首,杨万里,宋,秋神今岁也痴呆行李如何草草回白帝羽衣浑不带炎官火伞却将来,3,neutral（中性）,neutral,negative,False,False
次和清凉寺长老韵,萨都剌,元,缁衣送酒一壶冰霜蒂悬香九月橙酌酒破橙天色晩桂花树下出银灯,4,implicit positive（隐性正面）,positive,negative,False,True
雨中登岳阳楼望君山二首,黄庭坚,宋,满川风雨独凭栏绾结湘娥十二鬟可惜不当湖水面银山堆里看青山,3,neutral（中性）,neutral,negative,False,False
武关西逢配流吐蕃,韩愈,唐,嗟尔戎人莫惨然湖南地近保生全我今罪重无归望直去长安路八千,1,negative（显性负面）,negative,positive,False,False
晚过浦西桥,高启,明,春水何长春日短沙鸭交眠绿莎暖晚过桥西不见人野梅零落江梅断,2,implicit negative（隐性负面）,negative,neutral,False,True
松江,司马光,宋,吴山黯黯江水清欲雨未雨伤交情扁舟荡漾泊何处红蓼白蘋相映生,2,implicit negative（隐性负面）,negative,positive,False,True
江上散步寻梅偶得三绝句,陆游,宋,钟残小院欲销魂漠漠幽香伴月痕江上人家应胜此明朝更出小南门,3,neutral（中性）,neutral,positive,False,False
分水岭,陈宓,宋,区域瓯闽此岭存朝来飞雨暮行云方今天下车同轨一水如何强别分,3,neutral（中性）,neutral,neutral,True,False
叙伦五言二十首,刘克庄,宋,难泯同胞好每因长舌疎若能谐妇姒九世可同居,3,neutral（中性）,neutral,positive,False,False
遣愁,王彦泓,明,午梦迷离带宿酲寸肠愁事独惺惺排愁剩有听歌处到得听歌又泪零,2,implicit negative（隐性负面）,negative,negative,True,True
出真州,文天祥,宋,秦庭痛哭血成川翻讶中行背可鞭南北共知忠义苦平生只少两淮缘,1,negative（显性负面）,negative,positive,False,False
嘉州寄远四首,程千帆,近现代,巴山夜雨浮归梦巫峡行云笑薄游又上河桥送人处雅州流水向嘉州,2,implicit negative（隐性负面）,negative,positive,False,True
濛里驿,黎贞,明,濛里维舟日已西不堪幽思正凄凄长松夹道青如染更有子规深夜啼,2,implicit negative（隐性负面）,negative,neutral,False,True
斋中杂题四首,陆游,宋,列屋蛾眉不足誇可斋别自是生涯闲将西蜀团窠锦自背南唐落墨花,3,neutral（中性）,neutral,positive,False,False
如皋,文天祥,宋,雄狐假虎之林皋河水腥风接海涛行客不知身世险一窗春梦送轻舠,3,neutral（中性）,neutral,positive,False,False
三月晦日送春,宋祁,宋,倏忽韶光第九旬无花何处觅残春长绳万尺非难具谁与天边绊日轮,2,implicit negative（隐性负面）,negative,positive,False,True
答开州韦使君寄车前子,张籍,唐,开州午日车前子作药人皆道有神惭愧使君怜病眼三千馀里寄闲人,3,neutral（中性）,neutral,negative,False,False
刘向二首,朱淑真,宋,王氏滔天擅国权可堪恭显厕其间屡形天谴君非悟徒使宗臣每犯颜,1,negative（显性负面）,negative,neutral,False,False
病中遣怀六首,陆游,宋,菘芥煮羹甘胜蜜稻粱炊饭滑如珠上方香积宁过此惭愧天公养病夫,2,implicit negative（隐性负面）,negative,positive,False,True
赠陈宗之,叶绍翁,宋,十载京尘染布衣西湖烟雨与心违随车尚有书千卷拟向君家卖却归,2,implicit negative（隐性负面）,negative,positive,False,True
和人回文五首,苏轼,宋,蛾翠敛时闻燕语泪珠弹处见鸿归多情妾似风花乱薄倖郎如露草晞,2,implicit negative（隐性负面）,negative,neutral,False,True
八月望夜不见月有感,宋祁,宋,九旻含爽助清辉万里重阴误赏期正恨浮云无意绪世间偏恼最明时,2,implicit negative（隐性负面）,negative,positive,False,True
漫兴九首,方回,宋,欲跨羸骖去江村访酒家杖头无阿堵肯听锦囊赊,3,neutral（中性）,neutral,positive,False,False
家庆堂为吴宗政赋四首,倪谦,明,升阶拜家庆载笑亲心乐莱衣戏舞馀大斗时复酌,4,implicit positive（隐性正面）,positive,positive,True,True
招希元奕,宋祁,宋,饱食南荣曝昼曦小星联影入枯棋座宾只待王郎至为判南风不竞时,3,neutral（中性）,neutral,neutral,True,False
杏园花下酬乐天见赠,刘禹锡,唐,二十馀年作逐臣归来还见曲江春游人莫笑白头醉老醉花间有几人,4,implicit positive（隐性正面）,positive,positive,True,True
伏仙岩颂,黄庭坚,宋,生死浪中涅槃宅与人同黑非同白谁令避世作聋盲独来寒岩伏石壁,3,neutral（中性）,neutral,negative,False,False
秋塘败荷,宋祁,宋,去时荷出小如钱归见荷枯意惘然秋后渐稀霜后少白头黄叶两相怜,2,implicit negative（隐性负面）,negative,neutral,False,True
庚申元日口号六首,陆游,宋,南陌东阡自在身耄年喜见岁华新洛中九老非吾侣且作山阴十老人,4,implicit positive（隐性正面）,positive,positive,True,True
次韵刚父即事绝句四首,赵孟頫,元,溪头月色白如沙近水楼台一万家谁向夜深吹玉笛伤心莫听后庭花,2,implicit negative（隐性负面）,negative,positive,False,True
舅第一百四十二,文天祥,宋,萱草秋已死岁暮有严霜落日渭阳明涕泪溅我裳,2,implicit negative（隐性负面）,negative,neutral,False,True
杂咏十首,陆游,宋,仕困风波归可乐生如疣赘死何悲极知此手终无巧那得随人尽作痴,1,negative（显性负面）,negative,negative,True,False
和梅圣俞元夕登东楼,欧阳修,宋,游豫恩同万国欢新年佳节候初还华灯烁烁春风里黄伞亭亭瑞雾间,4,implicit positive（隐性正面）,positive,positive,True,True
次韵永兴王宰游钟成观,白玉蟾,宋,眼力招回西去山风蘋烟蓼白鸥闲归舟满载斜阳返欸乃一声空翠间,4,implicit positive（隐性正面）,positive,neutral,False,True
席上次顾玉山韵,萨都剌,元,画墙班鸠啼绿树白日紫燕穿朱帘昼长深院弄瑶瑟吴姬十指行春纎,4,implicit positive（隐性正面）,positive,positive,True,True
同李十一醉忆元九,白居易,唐,花时同醉破春愁醉折花枝当酒筹忽忆故人天际去计程今日到凉州,2,implicit negative（隐性负面）,negative,positive,False,True
巩宣使信第一百一十四,文天祥,宋,壮士血相视斯人已云亡哀哀失木狖夜深经战场,1,negative（显性负面）,negative,neutral,False,False
送慈曼如金山迎印老住大沩,张孝祥,宋,传语金山山下龙乞将上水一帆风道人自有飞空锡只载中泠十丈洪,3,neutral（中性）,neutral,neutral,True,False
禁直偶作三首,曹勋,宋,缓移淑景觉暄妍春晚尤宜听管弦院宇日斜花欲睡池塘风澹柳初眠,4,implicit positive（隐性正面）,positive,positive,True,True
冶城,李之仪,宋,冶城昔是王公宅鹊噪乌啼异昔时不见犊车催麈尾莫年惆怅蔡家儿,2,implicit negative（隐性负面）,negative,positive,False,True
和郭使君题枸杞,白居易,唐,山阳太守政严明吏静人安无犬惊不知灵药根成狗怪得时闻吠夜声,3,neutral（中性）,neutral,positive,False,False
即事十绝,刘克庄,宋,移阃于重庆支吾亦十霜但闻绳魏尚不见雪陈汤,3,neutral（中性）,neutral,positive,False,False
次韵梨花,黄庭坚,宋,桃花人面各相红不及天然玉作容总向风尘尘莫染轻轻笼月倚墙东,4,implicit positive（隐性正面）,positive,positive,True,True
褒禅斋后独出三门步深山久之,李之仪,宋,两脚都忘力不胜穿云度堑信腾腾林深鸟兽知无迹时见游山一两僧,3,neutral（中性）,neutral,neutral,True,False
四皓,温庭筠,唐,商于角里便成功一寸沈机万古同但得戚姬甘定分不应真有紫芝翁,3,neutral（中性）,neutral,positive,False,False
应教题梅,王冕,明,剌剌北风吹倒人乾坤无处不沙尘胡儿冻死长城下谁信江南别有春,1,negative（显性负面）,negative,negative,True,False
春尽夜坐三首,杨万里,宋,春光草草病中休病眼逢春道是秋祗有青灯怜此老伴人无睡照人愁,1,negative（显性负面）,negative,positive,False,False
东下三旬苦于风土马上戏作,李商隐,唐,路绕函关东复东身骑征马逐惊蓬天池辽阔谁相待日日虚乘九万风,4,implicit positive（隐性正面）,positive,positive,True,True
雪中送炭与龚养正,范成大,宋,谁与幽人煖直身筠笼冲雪送乌薪烦君笑领婆欢喜探借新年五日春,4,implicit positive（隐性正面）,positive,positive,True,True
竹花,文天祥,宋,黄家紫家斗魏姚夷齐玉立青萧萧便是人间小天地不特水上作萍漂,4,implicit positive（隐性正面）,positive,positive,True,True
送丘员外归山居,韦应物,唐,郡阁始嘉宴青山忆旧居为君量革履且愿住蓝舆,3,neutral（中性）,neutral,positive,False,False
杨仲博生日,魏了翁,宋,玉粹金浑好弟兄向来驰誉鬓双青世间贤美宁常有百岁三亭过一亭,4,implicit positive（隐性正面）,positive,positive,True,True
和房日严换武诗,张耒,宋,青衫厌著待封侯慷慨知君定远流莫叹书生长龌龊元戎曾与报更筹,3,neutral（中性）,neutral,positive,False,False
王山人承父赴顾益卿中丞之约道经锡山诣陈穉登言别陈为叙出塞之艰涕泗不已承父愀然返棹作四絶句记之余属和焉,王世贞,明,一曲阳闗泪黯然出门旋作剡溪船似怜思妇流黄泪难向辽阳梦里传,2,implicit negative（隐性负面）,negative,positive,False,True
固始吴氏家诫卷书后,郑孝胥,近现代,介寿称觞俗所同长言劝诫见家风人生只有思亲日莫付良辰乐事中,3,neutral（中性）,neutral,neutral,True,False
至扬州,文天祥,宋,路傍邂逅卖柴人为说高沙可问津此去侬家三十里山坳聊可避风尘,3,neutral（中性）,neutral,positive,False,False
葵女,刘克庄,宋,早惠能言者前生结习馀吾闻伏生女口授古尚书,3,neutral（中性）,neutral,neutral,True,False
广州竹枝词,屈大均,明,好笋是人家里竹好藕是人家里莲好崽是人家女婿鸳鸯各自一双眠,2,implicit negative（隐性负面）,negative,positive,False,True
初得马骑,李之仪,宋,有两龙驹慰陆沈四年河海每关心今朝款段聊乘兴矍铄犹堪寄好音,4,implicit positive（隐性正面）,positive,positive,True,True
宿汤泉驿,李洪,宋,炎方到处水如汤地脉深疑有臭黄犹胜骊山污艳质渔阳簇马鉴兴亡,3,neutral（中性）,neutral,positive,False,False
红梨,王安石,宋,红梨无叶庇花身黄菊分香委路尘岁晚苍官才自保日高青女尚横陈,3,neutral（中性）,neutral,positive,False,False
途中口占,袁宏道,明,滟滟芙蓉陂油油禾黍道野老扶墙行佳人隔溪笑,4,implicit positive（隐性正面）,positive,positive,True,True
寄徐石亭,徐渭,明,闻道名园盛牡丹豪家欢赏到春残自怜亦具看花眼种菜浇畦不得看,2,implicit negative（隐性负面）,negative,positive,False,True
戊辰书事,刘克庄,宋,诗人安得有春衫今岁和戎百万缣从此西湖休插柳剩栽桑树养吴蚕,3,neutral（中性）,neutral,positive,False,False
次韵朋元卖花处见梅,范成大,宋,烟浓日淡不多寒担上看花雪作团想得竹边春已暗明朝走马过溪看,4,implicit positive（隐性正面）,positive,positive,True,True
新秋,朱淑真,宋,一夜凉风动扇愁背时容易入新秋桃花脸上汪汪泪忍到更深枕上流,1,negative（显性负面）,negative,positive,False,False
